CustomerID,Recency,Frequency,Monetary,Coupon_Ratio,Tenure_Months,Avg_Order_Value,Purchase_Interval,Orders_last_30d,Spend_last_30d,Active_30d
12346,108,0.6931471805599453,5.2039517405123155,1.0,31,5.2039517405123155,943.64,0.0,0.0,0
12347,60,3.4657359027997265,9.581975649974543,0.3333333333333333,20,6.150055125567292,19.638709677419357,0.0,0.0,0
12348,74,2.1972245773362196,7.402616141413872,0.4782608695652174,39,5.327433109488254,148.395,0.0,0.0,0
12350,18,2.4849066497880004,7.305826452536589,0.3529411764705882,25,4.914624869177537,69.18181818181819,11.0,7.305826452536589,1
12356,108,2.6390573296152584,7.640584604680787,0.3055555555555556,31,5.0813852534783805,72.58769230769231,0.0,0.0,0
12359,131,1.3862943611198906,6.5493788884036475,0.125,41,5.453624520258658,416.0133333333333,0.0,0.0,0
12370,190,3.8066624897703196,8.93699372126953,0.2307692307692307,21,5.15843990613729,14.52818181818182,0.0,0.0,0
12373,25,1.791759469228055,6.355308730525046,0.2142857142857142,23,4.7527967729851595,140.024,5.0,6.355308730525046,1
12377,41,3.6375861597263857,9.280145313644871,0.2727272727272727,27,5.672579050494843,22.212972972972974,0.0,0.0,0
12383,100,3.6888794541139363,8.621356791055787,0.3043478260869565,32,4.964619994375698,24.976410256410258,0.0,0.0,0
12386,157,1.9459101490553132,6.527797085976384,0.6,38,4.743322137370834,192.78666666666666,0.0,0.0,0
12388,115,2.3978952727983707,6.727084359137149,0.0526315789473684,31,4.435223740661519,94.364,0.0,0.0,0
12393,123,2.6390573296152584,7.789388311303882,0.4090909090909091,39,5.229395921081615,91.32000000000001,0.0,0.0,0
12395,165,2.70805020110221,7.403968662060171,0.28125,10,4.772794986882642,21.742857142857144,0.0,0.0,0
12402,95,1.9459101490553132,6.621498856475035,0.5454545454545454,22,4.836374495257641,111.61333333333334,0.0,0.0,0
12410,11,2.70805020110221,7.847379651682198,0.1538461538461538,8,5.213389531761785,17.394285714285715,14.0,7.847379651682198,1
12413,132,2.3978952727983707,8.061206070353883,0.4615384615384615,15,5.7614568664677295,45.660000000000004,0.0,0.0,0
12414,18,1.9459101490553132,6.472129887779081,0.1428571428571428,43,4.688070345715735,218.15333333333334,6.0,6.472129887779081,1
12415,141,3.2188758248682006,8.049427057110695,0.2978723404255319,29,4.878689944627368,36.781666666666666,0.0,0.0,0
12417,75,2.772588722239781,7.572003889299418,0.3666666666666666,37,4.87113309576247,75.08533333333334,0.0,0.0,0
12421,77,1.9459101490553132,7.6499973391858,0.7272727272727273,38,5.86061526868299,192.78666666666666,0.0,0.0,0
12422,103,2.302585092994046,7.013564693869626,0.3846153846153846,50,4.823511112026535,169.11111111111111,0.0,0.0,0
12423,173,2.1972245773362196,6.764646743004185,0.4375,9,4.693249742271032,34.245000000000005,0.0,0.0,0
12427,171,1.3862943611198906,7.2733215774148645,0.4615384615384615,37,6.176095934188827,375.4266666666667,0.0,0.0,0
12429,263,2.3978952727983707,7.913418597993863,0.3,43,5.614120314716472,130.892,0.0,0.0,0
12431,41,3.4965075614664802,8.684467098070625,0.3181818181818182,14,5.2239624889156655,13.3175,0.0,0.0,0
12433,266,4.02535169073515,9.78583288364038,0.3197278911564626,32,5.781532205816905,17.710545454545457,0.0,0.0,0
12434,223,0.6931471805599453,3.9223692974822906,0.6666666666666666,32,3.9223692974822906,974.08,0.0,0.0,0
12437,18,2.70805020110221,7.861087427991176,0.1666666666666666,50,5.227028493919643,108.71428571428571,9.0,7.732816294625509,1
12441,278,2.4849066497880004,7.504006022296386,0.6363636363636364,39,5.111604363270368,107.92363636363638,0.0,0.0,0
12451,104,4.060443010546419,9.294665895287862,0.3366336633663366,49,5.256748565459383,26.16771929824562,0.0,0.0,0
12464,14,1.9459101490553132,7.1734831110775925,0.5,26,5.385549552490908,131.90666666666667,6.0,7.1734831110775925,1
12468,52,2.0794415416798357,7.297233271462852,0.25,9,5.355379347167023,39.13714285714286,0.0,0.0,0
12471,16,4.2626798770413155,9.611798128030626,0.3125,11,5.36791072437364,4.783428571428572,11.0,7.956017687756388,1
12472,63,4.219507705176107,9.477819992212453,0.4126984126984127,2,5.278165678337183,0.9086567164179105,0.0,0.0,0
12474,61,3.332204510175204,8.876695335056901,0.4166666666666667,17,5.58448162103002,19.165925925925926,0.0,0.0,0
12476,34,2.6390573296152584,8.141786760591268,0.3703703703703703,14,5.580324714317113,32.78153846153846,0.0,0.0,0
12477,27,1.0986122886681098,5.586461832079658,0.5,10,4.897055910700446,152.20000000000002,2.0,5.586461832079658,1
12480,148,2.70805020110221,7.341762491439882,0.3571428571428571,22,4.711092686559953,47.83428571428572,0.0,0.0,0
12481,152,2.6390573296152584,9.355487786627679,0.2826086956521739,49,6.791575764690219,114.73538461538463,0.0,0.0,0
12483,167,1.9459101490553132,6.977635756430343,0.1428571428571428,39,5.190527977638358,197.86,0.0,0.0,0
12484,150,3.58351893845611,8.764125141764879,0.3877551020408163,44,5.214075138935746,38.267428571428574,0.0,0.0,0
12489,151,1.9459101490553132,6.7715574775041425,0.4,2,4.98551119954204,10.146666666666667,0.0,0.0,0
12490,124,3.1354942159291497,8.044494734381583,0.3488372093023256,26,4.960167814929274,35.974545454545456,0.0,0.0,0
12494,165,1.791759469228055,6.126672658254025,0.5714285714285714,28,4.525932154475837,170.464,0.0,0.0,0
12500,141,1.3862943611198906,4.572233685741827,0.6,46,3.494080375808869,466.74666666666667,0.0,0.0,0
12501,42,4.276666119016055,9.32383243679317,0.275,8,5.067382094805303,3.4298591549295776,0.0,0.0,0
12502,16,3.091042453358316,8.589035599115823,0.4516129032258064,23,5.548228959463517,33.33904761904762,21.0,8.589035599115823,1
12503,158,0.6931471805599453,2.869601996409779,0.0,36,2.869601996409779,1095.8400000000001,0.0,0.0,0
12510,105,2.5649493574615367,7.37370696016276,0.3103448275862069,25,4.895679508000641,63.416666666666664,0.0,0.0,0
12515,172,1.6094379124341003,7.2212074321274855,0.1875,28,5.837103428473364,213.08,0.0,0.0,0
12523,132,1.3862943611198906,6.36128520626668,0.7142857142857143,35,5.2661212563317195,355.1333333333334,0.0,0.0,0
12524,140,1.791759469228055,6.468862644761455,0.625,20,4.865609522045998,121.76000000000002,0.0,0.0,0
12527,108,1.9459101490553132,7.437483124801143,0.1,25,5.648663156916603,126.83333333333333,0.0,0.0,0
12528,35,3.1354942159291497,8.464492591449083,0.3870967741935484,43,5.377867645306045,59.49636363636364,0.0,0.0,0
12530,152,2.1972245773362196,7.263946105755062,0.0769230769230769,29,5.18939495932385,110.345,0.0,0.0,0
12539,54,4.61512051684126,9.92519963018093,0.2887700534759358,13,5.324861434867703,3.9572000000000003,0.0,0.0,0
12540,22,3.4965075614664802,8.433070003227426,0.28125,25,4.974055590405313,23.78125,10.0,7.398419010924175,1
12551,189,2.302585092994046,7.480394464554044,0.3,41,5.287672016447159,138.67111111111112,0.0,0.0,0
12553,70,2.70805020110221,7.50385727548797,0.2564102564102564,8,4.871936833642727,17.394285714285715,0.0,0.0,0
12557,137,1.6094379124341003,5.8144886766387796,0.5555555555555556,50,4.437106500940836,380.5,0.0,0.0,0
12559,21,2.4849066497880004,7.993150607167398,0.3636363636363636,25,5.598627325114697,69.18181818181819,2.0,5.660109196866231,1
12567,11,4.276666119016055,9.50876503561744,0.3356164383561644,23,5.251265620032109,9.860845070422535,36.0,8.836100637772264,1
12574,46,1.791759469228055,7.483148798454262,0.6363636363636364,48,5.875958292617203,292.22400000000005,0.0,0.0,0
12577,203,3.5263605246161616,8.78879161259979,0.3134328358208955,10,5.29715001879603,9.224242424242425,0.0,0.0,0
12578,57,3.713572066704308,8.730842211984626,0.3947368421052631,8,5.048242526802566,6.088,0.0,0.0,0
12583,152,2.772588722239781,8.045508149387963,0.2857142857142857,33,5.341935448370293,66.968,0.0,0.0,0
12585,161,3.295836866004329,8.401209785454498,0.3108108108108108,4,5.148712428905194,4.683076923076923,0.0,0.0,0
12586,303,0.6931471805599453,3.2767673032839784,0.0,3,3.2767673032839784,91.32000000000001,0.0,0.0,0
12591,60,3.091042453358316,8.476217018344414,0.3076923076923077,25,5.435853230563797,36.23809523809524,0.0,0.0,0
12594,93,1.791759469228055,6.826631987688356,0.25,13,5.221522711568964,79.144,0.0,0.0,0
12600,16,2.1972245773362196,6.793869638604449,0.6,39,4.722241857573929,148.395,4.0,6.041967529281089,1
12601,137,1.6094379124341003,6.4457674372994465,0.5555555555555556,10,5.064223453266185,76.10000000000001,0.0,0.0,0
12605,257,1.0986122886681098,5.711055958622699,0.0,37,5.021212491134025,563.14,0.0,0.0,0
12609,66,1.6094379124341003,6.0784446736093205,0.1875,3,4.699002000821961,22.830000000000002,0.0,0.0,0
12621,188,3.044522437723423,7.917117322628573,0.3636363636363636,44,4.9282857610792306,66.968,0.0,0.0,0
12625,16,3.2188758248682006,8.772033839713702,0.396551724137931,26,5.597538853125761,32.97666666666667,3.0,4.164336934042136,1
12626,28,3.5553480614894135,8.643665477068872,0.2985074626865671,30,5.1231040159030865,26.858823529411765,2.0,6.154114717993229,1
12637,57,3.295836866004329,8.492648417897131,0.3466666666666667,13,5.239663038005307,15.22,0.0,0.0,0
12643,136,0.6931471805599453,4.301223221070275,0.5,48,4.301223221070275,1461.1200000000001,0.0,0.0,0
12645,52,2.1972245773362196,7.843997646657996,0.5625,50,5.767297034224015,190.25,0.0,0.0,0
12647,189,3.367295829986474,8.352342132853545,0.3018867924528302,28,5.026485208407274,30.44,0.0,0.0,0
12649,258,0.6931471805599453,3.3456846717318967,0.5,33,3.3456846717318967,1004.5200000000001,0.0,0.0,0
12651,145,2.0794415416798357,7.820226726666847,0.4444444444444444,44,5.876722863989595,191.33714285714288,0.0,0.0,0
12652,88,3.295836866004329,8.04064660362532,0.3529411764705882,21,4.790570332391644,24.586153846153845,0.0,0.0,0
12662,13,2.833213344056216,8.13124243376236,0.4705882352941176,21,5.363057039328259,39.9525,8.0,7.3119862925754875,1
12664,91,1.791759469228055,6.680842131660057,0.4,14,5.076410550161821,85.232,0.0,0.0,0
12665,104,1.0986122886681098,4.85616234012204,0.25,10,4.170765333982219,152.20000000000002,0.0,0.0,0
12666,206,1.0986122886681098,3.9314333989479695,0.5,13,3.2577118486533987,197.86,0.0,0.0,0
12668,32,3.6635616461296463,8.904811997375694,0.2972972972972973,32,5.272235434036377,25.633684210526315,0.0,0.0,0
12672,124,1.3862943611198906,5.756216784504622,0.4,43,4.663910681010692,436.3066666666667,0.0,0.0,0
12673,114,2.4849066497880004,7.554245767900783,0.3043478260869565,4,5.161575631479049,11.06909090909091,0.0,0.0,0
12676,22,2.3978952727983707,7.274084470341704,0.3333333333333333,38,4.977719463334598,115.672,10.0,7.274084470341704,1
12678,173,1.3862943611198906,5.455235641619455,0.0,27,4.3651347670036635,273.96,0.0,0.0,0
12681,29,4.48863636973214,9.775061391725014,0.2869955156950672,27,5.302658498367229,9.339545454545455,11.0,7.147976178763939,1
12682,21,4.23410650459726,9.490912478416675,0.2755905511811024,33,5.276452865049441,14.772352941176472,24.0,8.46357509149809,1
12683,93,3.6635616461296463,9.277279135226573,0.3246753246753247,15,5.643147436118846,12.015789473684212,0.0,0.0,0
12686,335,1.9459101490553132,6.936362171991133,0.1428571428571428,30,5.149449928013026,152.20000000000002,0.0,0.0,0
12691,66,2.1972245773362196,7.25737640312643,0.5333333333333333,7,5.182857411698724,26.635,0.0,0.0,0
12693,79,1.6094379124341003,7.475310891493817,0.2222222222222222,4,6.09071581425163,30.44,0.0,0.0,0
12705,187,2.6390573296152584,7.509817341580315,0.3,45,4.951418654965808,105.36923076923077,0.0,0.0,0
12708,124,3.091042453358316,8.02081930311793,0.2727272727272727,25,4.982846384986875,36.23809523809524,0.0,0.0,0
12709,54,2.833213344056216,8.11865106408046,0.4848484848484848,36,5.350521339891602,68.49000000000001,0.0,0.0,0
12712,11,3.332204510175204,8.323229729864353,0.3404255319148936,37,5.033686089904724,41.71407407407407,13.0,7.740394800360616,1
12720,35,3.295836866004329,8.911258905953456,0.4,20,5.6565282457187305,23.415384615384617,0.0,0.0,0
12721,179,2.3978952727983707,7.6631211043462075,0.5,5,5.364755644504352,15.220000000000002,0.0,0.0,0
12724,133,2.0794415416798357,6.3903077789072595,0.5454545454545454,19,4.4544137392288485,82.62285714285714,0.0,0.0,0
12725,326,2.70805020110221,8.53192218526028,0.3333333333333333,48,5.895423564618127,104.36571428571429,0.0,0.0,0
12726,45,2.833213344056216,7.650306720829561,0.4,25,4.88483111238747,47.5625,0.0,0.0,0
12727,82,2.1972245773362196,6.900448650466364,0.5,6,4.828033698094982,22.830000000000002,0.0,0.0,0
12728,135,2.0794415416798357,6.480780487386091,0.3076923076923077,5,4.544023999609076,21.742857142857144,0.0,0.0,0
12731,35,3.6635616461296463,9.489113880746892,0.2580645161290322,28,5.85432364049981,22.429473684210528,0.0,0.0,0
12734,172,1.0986122886681098,4.653484046266642,0.5,27,3.969820104154363,410.94,0.0,0.0,0
12735,42,2.9444389791664403,8.088970073167031,0.3023255813953488,5,5.20380214845568,8.455555555555556,0.0,0.0,0
12736,138,0.6931471805599453,5.1170952051973835,0.5,3,5.1170952051973835,91.32000000000001,0.0,0.0,0
12738,336,2.1972245773362196,7.52351912925444,0.4545454545454545,42,5.447852051903534,159.81,0.0,0.0,0
12744,69,3.5553480614894135,9.255848967206948,0.3035714285714285,16,5.732636669306441,14.324705882352943,0.0,0.0,0
12747,95,2.3978952727983707,7.525311079991137,0.35,9,5.2275675954735865,27.396000000000004,0.0,0.0,0
12748,108,5.796057750765372,11.327959534901117,0.3625899280575539,28,5.538872597297161,2.5985365853658537,0.0,0.0,0
12753,153,3.044522437723423,7.836239368796761,0.3653846153846153,13,4.84798694445935,19.786,0.0,0.0,0
12754,11,2.8903717578961645,8.314263947352268,0.2702702702702703,11,5.484962894822046,19.696470588235297,17.0,8.314263947352268,1
12755,264,0.6931471805599453,4.051437061210824,1.0,37,4.051437061210824,1126.28,0.0,0.0,0
12763,305,2.1972245773362196,7.078080162591908,0.4375,48,5.004524997531582,182.64000000000001,0.0,0.0,0
12764,56,3.367295829986474,8.666929571112503,0.3333333333333333,25,5.339363335984038,27.178571428571427,0.0,0.0,0
12766,143,3.367295829986474,8.456206754152488,0.3409090909090909,22,5.129725411656719,23.91714285714286,0.0,0.0,0
12775,14,2.0794415416798357,7.303950891083149,0.4615384615384615,21,5.362069864564643,91.32000000000001,7.0,7.303950891083149,1
12778,31,1.3862943611198906,6.417565268816218,0.3333333333333333,42,5.322212913598572,426.16,0.0,0.0,0
12779,8,2.772588722239781,7.88318623738532,0.3809523809523809,28,5.180400571946325,56.821333333333335,6.0,7.281936097050535,1
12782,65,3.4965075614664802,8.41230589710486,0.2857142857142857,19,4.9534320263092075,18.07375,0.0,0.0,0
12785,246,2.1972245773362196,6.753682929420317,0.2142857142857142,36,4.682374253146559,136.98000000000002,0.0,0.0,0
12791,363,1.0986122886681098,5.038898759369115,0.5,26,4.352211549594696,395.72,0.0,0.0,0
12793,145,2.4849066497880004,7.837708255905252,0.5,39,5.443750941798901,107.92363636363638,0.0,0.0,0
12797,213,2.0794415416798357,6.134135298272144,0.4705882352941176,34,4.201146895104599,147.85142857142858,0.0,0.0,0
12808,303,1.791759469228055,6.404385127320829,0.2857142857142857,32,4.801542566004706,194.816,0.0,0.0,0
12820,112,1.791759469228055,6.609982465820186,0.2727272727272727,24,5.005917516195741,146.11200000000002,0.0,0.0,0
12826,54,3.4657359027997265,8.994044571209354,0.2857142857142857,33,5.563774856944038,32.40387096774194,0.0,0.0,0
12829,90,1.9459101490553132,6.999659665651629,0.4166666666666667,15,5.212450788571345,76.10000000000001,0.0,0.0,0
12836,26,2.995732273553991,8.12460679553143,0.4358974358974359,6,5.185484558273693,9.612631578947369,19.0,8.12460679553143,1
12838,361,3.367295829986474,8.628253233869387,0.3389830508474576,31,5.300869464317225,33.70142857142857,0.0,0.0,0
12839,186,3.1780538303479458,8.315074559310691,0.3243243243243243,45,5.1849514631571445,59.55652173913043,0.0,0.0,0
12841,35,3.912023005428146,9.488478798367323,0.3363636363636363,19,5.600286432938029,11.80326530612245,0.0,0.0,0
12842,9,2.302585092994046,7.978389814891013,0.5714285714285714,27,5.783903811716999,91.32,9.0,7.978389814891013,1
12853,29,2.5649493574615367,7.6924464652987385,0.5217391304347826,11,5.212546129357978,27.903333333333336,3.0,6.45378246680893,1
12854,69,3.1780538303479458,8.477982398213753,0.3333333333333333,42,5.347053699040827,55.58608695652174,0.0,0.0,0
12855,349,1.3862943611198906,6.814356271723555,0.6666666666666666,33,5.717937375246783,334.84000000000003,0.0,0.0,0
12865,210,0.6931471805599453,5.501258210544727,0.0,34,5.501258210544727,1034.96,0.0,0.0,0
12867,213,3.2188758248682006,8.290739166526087,0.2758620689655172,32,5.118437825604755,40.586666666666666,0.0,0.0,0
12868,50,2.995732273553991,8.716394808310701,0.3478260869565217,8,5.774901271895278,12.816842105263158,0.0,0.0,0
12870,270,0.6931471805599453,4.158414223462046,0.5,28,4.158414223462046,852.32,0.0,0.0,0
12872,116,3.4657359027997265,8.470879059347773,0.4090909090909091,20,5.04315661053124,19.638709677419357,0.0,0.0,0
12875,240,0.6931471805599453,2.1041341542702074,0.0,24,2.1041341542702074,730.5600000000001,0.0,0.0,0
12877,123,2.4849066497880004,7.317902741074507,0.5882352941176471,23,4.926621074033783,63.64727272727273,0.0,0.0,0
12908,33,0.6931471805599453,5.488937726156687,0.0,32,5.488937726156687,974.08,0.0,0.0,0
12913,289,1.0986122886681098,4.561845061249718,0.25,21,3.8790865051818813,319.62,0.0,0.0,0
12915,344,2.0794415416798357,7.097879647839113,0.3076923076923077,3,5.156918370645942,13.045714285714286,0.0,0.0,0
12916,87,2.995732273553991,8.359137229224181,0.375,2,5.418905820062359,3.2042105263157894,0.0,0.0,0
12921,165,3.4339872044851463,8.767157820238706,0.3559322033898305,49,5.370467470947955,49.71866666666667,0.0,0.0,0
12924,118,0.6931471805599453,3.3792925462741055,0.0,45,3.3792925462741055,1369.8,0.0,0.0,0
12928,204,2.1972245773362196,5.992214265998528,0.5294117647058824,21,3.930108472974531,79.905,0.0,0.0,0
12929,26,1.791759469228055,6.849988444797945,0.375,26,5.244779449615946,158.288,5.0,6.849988444797944,1
12931,186,1.0986122886681098,3.477540948249489,0.5,44,2.8148097376737438,669.6800000000001,0.0,0.0,0
12935,77,1.0986122886681098,9.100924979740132,0.2962962962962963,23,8.407889355525182,350.06,0.0,0.0,0
12939,146,1.0986122886681098,5.578370411835326,0.3333333333333333,19,4.888994828112567,289.18,0.0,0.0,0
12942,265,2.0794415416798357,6.759348073781944,0.5,4,4.820373727256639,17.394285714285715,0.0,0.0,0
12944,179,2.0794415416798357,7.02442658578583,0.2857142857142857,43,5.083841499236076,186.98857142857145,0.0,0.0,0
12947,66,3.258096538021482,8.547627338586938,0.3055555555555556,48,5.333396824219986,58.44480000000001,0.0,0.0,0
12951,81,1.9459101490553132,6.912294959024169,0.45,18,5.125500496768328,91.32000000000001,0.0,0.0,0
12956,1,2.70805020110221,8.051659556841953,0.2631578947368421,48,5.416735121362511,104.36571428571429,14.0,8.051659556841953,1
12957,153,2.6390573296152584,7.16187022658997,0.2580645161290322,44,4.606185055449208,103.02769230769232,0.0,0.0,0
12963,265,1.9459101490553132,6.891503938396086,0.125,9,5.104813520351513,45.660000000000004,0.0,0.0,0
12967,192,2.3978952727983707,7.4002845404650115,0.2631578947368421,34,5.103184089026747,103.49600000000001,0.0,0.0,0
12970,89,1.0986122886681098,6.32686478076786,0.375,2,5.635503633902907,30.44,0.0,0.0,0
12971,13,3.4657359027997265,8.42679572445271,0.2978723404255319,43,4.9993547024943785,42.223225806451616,3.0,5.774799961891481,1
12980,131,1.6094379124341003,7.17018877182252,0.3333333333333333,23,5.78619928499339,175.03,0.0,0.0,0
12989,118,1.0986122886681098,5.173830661425033,0.0,5,4.486330342106559,76.10000000000001,0.0,0.0,0
12990,18,1.0986122886681098,6.357928917866413,0.3333333333333333,47,5.666513189561385,715.34,2.0,6.357928917866413,1
12997,41,2.0794415416798357,6.844037754068251,0.3888888888888889,45,4.90450199314429,195.68571428571428,0.0,0.0,0
13000,252,2.1972245773362196,6.83981899197031,0.1818181818181818,32,4.7678416038589235,121.76,0.0,0.0,0
13001,66,3.1780538303479458,7.943481014595056,0.4444444444444444,45,4.815765774653535,59.55652173913043,0.0,0.0,0
13002,66,1.791759469228055,6.7944521933474595,0.1428571428571428,44,5.1894841614112375,267.872,0.0,0.0,0
13004,52,3.6375861597263857,8.733772847426355,0.3611111111111111,37,5.1286361238516,30.439999999999998,0.0,0.0,0
13008,95,2.1972245773362196,7.693732293102043,0.1333333333333333,48,5.617475395045481,182.64000000000001,0.0,0.0,0
13011,336,1.3862943611198906,5.454722645712173,0.6666666666666666,18,4.364626119993714,182.64000000000001,0.0,0.0,0
13013,332,3.367295829986474,8.662081103964312,0.2686567164179104,13,5.334537359512886,14.132857142857144,0.0,0.0,0
13021,202,1.9459101490553132,7.521404603409984,0.375,29,5.7323483353349545,147.12666666666667,0.0,0.0,0
13027,178,1.6094379124341003,5.830914266783482,0.1666666666666666,15,4.453387533502969,114.15,0.0,0.0,0
13029,173,0.6931471805599453,2.8326249356838407,0.0,35,2.8326249356838407,1065.4,0.0,0.0,0
13030,292,2.833213344056216,7.890279344986618,0.3833333333333333,39,5.123290389497269,74.1975,0.0,0.0,0
13033,188,1.791759469228055,6.513230110912307,0.3636363636363636,50,4.909709375506295,304.4,0.0,0.0,0
13034,307,1.6094379124341003,5.494418546750363,0.1818181818181818,40,4.120377739268917,304.40000000000003,0.0,0.0,0
13047,14,3.295836866004329,8.121406099859344,0.4090909090909091,43,4.870709876821342,50.34307692307693,19.0,7.745478880649325,1
13048,117,2.8903717578961645,8.16172038176731,0.35,45,5.333062581847303,80.5764705882353,0.0,0.0,0
